PROVINCIA;MUNICIPIO;ESTACION;MAGNITUD;PUNTO_MUESTREO;ANO;MES;DIA;H01;V01;H02;V02;H03;V03;H04;V04;H05;V05;H06;V06;H07;V07;H08;V08;H09;V09;H10;V10;H11;V11;H12;V12;H13;V13;H14;V14;H15;V15;H16;V16;H17;V17;H18;V18;H19;V19;H20;V20;H21;V21;H22;V22;H23;V23;H24;V24
28;79;40;8;28079040_8_8;2019;10;1;30;V;12;V;9;V;8;V;7;V;7;V;10;V;15;V;23;V;19;V;27;V;29;V;17;V;14;V;10;V;9;V;7;V;9;V;16;V;27;V;39;V;51;V;41;V;46;V
28;79;40;10;28079040_10_47;2019;10;1;26;V;36;V;32;V;23;V;21;V;19;V;20;V;21;V;20;V;25;V;23;V;25;V;25;V;23;V;19;V;11;V;10;V;12;V;11;V;15;V;13;V;17;V;12;V;14;V
28;79;40;12;28079040_12_8;2019;10;1;32;V;13;V;10;V;9;V;8;V;9;V;11;V;17;V;24;V;22;V;33;V;39;V;22;V;19;V;14;V;12;V;9;V;10;V;19;V;31;V;43;V;54;V;44;V;49;V
28;79;47;7;28079047_7_8;2019;10;1;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;3;V;6;V;6;V;5;V;3;V;1;V;1;V;1;V;2;V;3;V;4;V;6;V;8;V;3;V
28;79;47;8;28079047_8_8;2019;10;1;42;V;19;V;14;V;16;V;14;V;13;V;13;V;19;V;23;V;20;V;25;V;32;V;23;V;21;V;16;V;11;V;9;V;10;V;22;V;34;V;53;V;67;V;68;V;52;V
28;79;47;9;28079047_9_47;2019;10;1;4;V;9;V;10;V;11;V;10;V;9;V;10;V;8;V;9;V;5;V;11;V;11;V;9;V;9;V;10;V;2;V;6;V;18;V;8;V;3;V;6;V;7;V;2;V;4;V
28;79;47;10;28079047_10_47;2019;10;1;12;V;20;V;22;V;19;V;17;V;16;V;15;V;13;V;16;V;11;V;18;V;19;V;17;V;16;V;15;V;5;V;8;V;20;V;12;V;6;V;12;V;14;V;8;V;9;V
28;79;47;12;28079047_12_8;2019;10;1;44;V;20;V;16;V;18;V;16;V;14;V;14;V;20;V;25;V;22;V;30;V;41;V;32;V;29;V;20;V;13;V;10;V;12;V;25;V;39;V;59;V;76;V;81;V;57;V
28;79;48;7;28079048_7_8;2019;10;1;2;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V;3;V;4;V;4;V;3;V;2;V;2;V;2;V;2;V;1;V;1;V;2;V;1;V;2;V
28;79;48;8;28079048_8_8;2019;10;1;16;V;11;V;5;V;4;V;4;V;3;V;7;V;6;V;9;V;10;V;11;V;15;V;15;V;10;V;10;V;5;V;4;V;9;V;11;V;16;V;28;V;31;V;28;V;23;V
28;79;48;9;28079048_9_47;2019;10;1;5;V;5;V;7;V;13;V;8;V;9;V;9;V;8;V;8;V;7;V;8;V;6;V;6;V;6;V;3;V;11;V;3;V;8;V;3;V;5;V;7;V;4;V;10;V;11;V
28;79;48;10;28079048_10_47;2019;10;1;12;V;13;V;16;V;19;V;14;V;14;V;13;V;12;V;13;V;12;V;13;V;12;V;13;V;11;V;6;V;15;V;6;V;12;V;6;V;8;V;11;V;7;V;14;V;17;V
28;79;48;12;28079048_12_8;2019;10;1;19;V;13;V;7;V;5;V;6;V;4;V;9;V;8;V;11;V;12;V;15;V;20;V;22;V;17;V;14;V;9;V;7;V;12;V;14;V;18;V;30;V;34;V;30;V;26;V
28;79;49;7;28079049_7_8;2019;10;1;1;V;1;V;2;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V;2;V;2;V;2;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;79;49;8;28079049_8_8;2019;10;1;38;V;20;V;13;V;13;V;11;V;12;V;11;V;15;V;16;V;16;V;22;V;26;V;20;V;18;V;10;V;7;V;7;V;10;V;14;V;21;V;31;V;39;V;49;V;39;V
28;79;49;12;28079049_12_8;2019;10;1;39;V;21;V;16;V;15;V;12;V;13;V;13;V;16;V;17;V;18;V;24;V;29;V;23;V;21;V;12;V;9;V;8;V;11;V;15;V;22;V;32;V;40;V;51;V;40;V
28;79;49;14;28079049_14_6;2019;10;1;44.68;V;51.85;V;56.76;V;54.16;V;54.75;V;52.45;V;47.81;V;43.44;V;43.55;V;44.32;V;42.14;V;42.61;V;52.18;V;59.14;V;71.12;V;71.61;V;71.05;V;67.06;V;49.11;V;41.22;V;28.33;V;20.82;V;13.68;V;23.65;V
28;79;50;7;28079050_7_8;2019;10;1;4;V;4;V;4;V;4;V;4;V;4;V;4;V;5;V;7;V;7;V;6;V;7;V;11;V;8;V;7;V;9;V;5;V;6;V;7;V;5;V;10;V;9;V;7;V;6;V
28;79;50;8;28079050_8_8;2019;10;1;13;V;8;V;5;V;6;V;5;V;5;V;6;V;16;V;26;V;24;V;12;V;15;V;19;V;13;V;13;V;11;V;6;V;10;V;19;V;17;V;38;V;52;V;42;V;27;V
28;79;50;9;28079050_9_47;2019;10;1;5;V;8;V;11;V;9;V;10;V;6;V;7;V;9;V;9;V;11;V;11;V;8;V;7;V;10;V;8;V;1;V;1;V;4;V;7;V;4;V;3;V;5;V;7;V;7;V
28;79;50;10;28079050_10_47;2019;10;1;10;V;14;V;15;V;13;V;14;V;9;V;10;V;12;V;13;V;14;V;15;V;12;V;11;V;14;V;10;V;2;V;2;V;6;V;10;V;6;V;6;V;7;V;9;V;9;V
28;79;50;12;28079050_12_8;2019;10;1;20;V;15;V;11;V;12;V;12;V;11;V;12;V;24;V;37;V;34;V;21;V;25;V;35;V;25;V;25;V;24;V;15;V;20;V;31;V;25;V;53;V;65;V;52;V;37;V
28;79;54;7;28079054_7_8;2019;10;1;4;V;3;V;3;V;3;V;2;V;2;V;3;V;4;V;4;V;6;V;6;V;9;V;9;V;8;V;6;V;3;V;4;V;4;V;9;V;14;V;26;V;15;V;15;V;8;V
28;79;54;8;28079054_8_8;2019;10;1;23;V;10;V;9;V;7;V;5;V;6;V;8;V;12;V;17;V;22;V;18;V;20;V;22;V;17;V;14;V;8;V;9;V;9;V;20;V;32;V;59;V;56;V;53;V;43;V
28;79;54;12;28079054_12_8;2019;10;1;30;V;15;V;14;V;11;V;9;V;9;V;12;V;19;V;24;V;31;V;28;V;35;V;37;V;29;V;23;V;13;V;15;V;16;V;33;V;53;V;99;V;79;V;77;V;55;V
28;79;54;14;28079054_14_6;2019;10;1;57.17;V;60.08;V;60.55;V;61.59;V;60.31;V;57.18;V;53.26;V;49.16;V;45.43;V;42.37;V;46.59;V;47.22;V;52.70;V;64.06;V;69.56;V;72.10;V;67.66;V;64.50;V;50.86;V;33.20;V;14.10;V;19.73;V;14.65;V;19.00;V
28;79;55;7;28079055_7_8;2019;10;1;2;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;6;V;6;V;5;V;2;V;2;V;2;V;2;V;2;V;2;V;1;V;3;V;5;V;5;V;6;V;11;V;11;V
28;79;55;8;28079055_8_8;2019;10;1;39;V;5;V;5;V;6;V;7;V;15;V;21;V;25;V;48;V;38;V;25;V;13;V;11;V;10;V;9;V;8;V;10;V;9;V;19;V;31;V;50;V;57;V;67;V;59;V
28;79;55;10;28079055_10_47;2019;10;1;14;V;20;V;22;V;18;V;17;V;18;V;16;V;16;V;17;V;18;V;20;V;21;V;22;V;20;V;22;V;17;V;19;V;18;V;21;V;10;V;9;V;13;V;11;V;7;V
28;79;55;12;28079055_12_8;2019;10;1;42;V;7;V;7;V;7;V;9;V;16;V;23;V;27;V;58;V;46;V;33;V;17;V;15;V;13;V;13;V;10;V;12;V;11;V;23;V;39;V;58;V;65;V;84;V;76;V
28;79;55;20;28079055_20_59;2019;10;1;001.3;V;000.8;V;000.4;V;000.5;V;000.4;V;000.4;V;000.4;V;000.5;V;000.6;V;000.6;V;000.6;V;000.5;V;000.5;V;000.5;V;000.5;V;000.3;V;000.4;V;000.5;V;000.8;V;000.3;V;000.4;V;000.6;V;000.7;V;000.7;V
28;79;55;30;28079055_30_59;2019;10;1;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.2;V;000.2;V;000.2;V;000.1;V;000.2;V;000.2;V;000.2;V;000.1;V;000.2;V;000.2;V;000.3;V;000.4;V
28;79;55;35;28079055_35_59;2019;10;1;000.4;V;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V
28;79;55;42;28079055_42_2;2019;10;1;01.38;V;01.37;V;01.38;V;01.37;V;01.37;V;01.37;V;01.37;V;01.38;V;01.44;V;01.39;V;01.38;V;01.38;V;01.38;V;01.37;V;01.35;V;01.35;V;01.35;V;01.35;V;01.35;V;01.35;V;01.36;V;01.37;V;01.38;V;01.36;V
28;79;55;43;28079055_43_2;2019;10;1;01.27;V;01.30;V;01.31;V;01.32;V;01.31;V;01.31;V;01.30;V;01.30;V;01.36;V;01.30;V;01.30;V;01.30;V;01.29;V;01.27;V;01.24;V;01.25;V;01.25;V;01.26;V;01.26;V;01.24;V;01.24;V;01.25;V;01.26;V;01.26;V
28;79;55;44;28079055_44_2;2019;10;1;00.11;V;00.08;V;00.07;V;00.06;V;00.06;V;00.07;V;00.07;V;00.08;V;00.08;V;00.08;V;00.08;V;00.09;V;00.08;V;00.10;V;00.11;V;00.10;V;00.10;V;00.09;V;00.09;V;00.11;V;00.12;V;00.12;V;00.12;V;00.11;V
28;79;56;6;28079056_6_48;2019;10;1;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V;000.4;V;000.4;V;000.4;V
28;79;56;7;28079056_7_8;2019;10;1;9;V;14;V;10;V;10;V;9;V;10;V;13;V;8;V;11;V;16;V;22;V;23;V;24;V;21;V;22;V;19;V;18;V;16;V;29;V;40;V;37;V;29;V;45;V;46;V
28;79;56;8;28079056_8_8;2019;10;1;58;V;43;V;29;V;27;V;23;V;26;V;37;V;25;V;36;V;40;V;46;V;45;V;39;V;36;V;39;V;35;V;29;V;31;V;58;V;76;V;77;V;74;V;87;V;77;V
28;79;56;12;28079056_12_8;2019;10;1;72;V;64;V;44;V;41;V;37;V;42;V;57;V;38;V;52;V;65;V;80;V;79;V;77;V;69;V;73;V;64;V;56;V;56;V;103;V;136;V;133;V;119;V;156;V;148;V
28;79;56;14;28079056_14_6;2019;10;1;32.70;V;42.20;V;52.50;V;51.68;V;51.65;V;48.22;V;39.04;V;39.11;V;26.24;V;24.63;V;32.17;V;38.71;V;50.97;V;59.49;V;62.21;V;65.57;V;69.02;V;65.60;V;38.32;V;18.58;V;11.75;V;15.71;V;05.17;V;09.09;V
28;79;57;1;28079057_1_38;2019;10;1;10;V;10;V;10;V;8;V;8;V;7;V;7;V;7;V;7;V;7;V;7;V;6;V;6;V;5;V;5;V;4;V;5;V;5;V;6;V;6;V;6;V;7;V;8;V;8;V
28;79;57;6;28079057_6_48;2019;10;1;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.2;V;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V;000.3;V;000.3;V
28;79;57;7;28079057_7_8;2019;10;1;1;V;1;V;1;V;1;V;1;V;1;V;1;V;3;V;1;V;3;V;3;V;2;V;4;V;3;V;3;V;1;V;2;V;2;V;3;V;3;V;8;V;3;V;2;V;1;V
28;79;57;8;28079057_8_8;2019;10;1;12;V;4;V;4;V;5;V;5;V;4;V;6;V;9;V;20;V;17;V;11;V;9;V;13;V;10;V;11;V;4;V;6;V;9;V;12;V;15;V;31;V;38;V;38;V;18;V
28;79;57;10;28079057_10_47;2019;10;1;20;V;40;V;32;V;27;V;24;V;21;V;19;V;23;V;26;V;27;V;24;V;22;V;17;V;5;V;4;V;6;V;8;V;7;V;9;V;10;V;12;V;15;V;15;V;10;V
28;79;57;12;28079057_12_8;2019;10;1;13;V;6;V;6;V;6;V;7;V;6;V;8;V;13;V;22;V;22;V;16;V;12;V;20;V;15;V;16;V;6;V;9;V;11;V;16;V;20;V;43;V;43;V;41;V;19;V
28;79;58;7;28079058_7_8;2019;10;1;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V;3;V;2;V;1;V;1;V;1;V;2;V;1;V;1;V;1;V;1;V;1;V;2;V;2;V;1;V;1;V
28;79;58;8;28079058_8_8;2019;10;1;16;V;11;V;13;V;8;V;5;V;7;V;9;V;14;V;20;V;16;V;9;V;4;V;4;V;4;V;8;V;4;V;5;V;5;V;5;V;8;V;22;V;25;V;20;V;16;V
28;79;58;12;28079058_12_8;2019;10;1;18;V;13;V;14;V;9;V;7;V;8;V;11;V;16;V;23;V;21;V;12;V;6;V;6;V;6;V;11;V;5;V;6;V;6;V;6;V;9;V;25;V;28;V;22;V;18;V
28;79;58;14;28079058_14_6;2019;10;1;43.27;V;33.26;V;10.39;V;20.26;V;15.90;V;62.53;V;16.74;V;14.25;V;24.27;V;54.13;V;47.77;V;58.53;V;33.53;V;64.40;V;57.60;V;67.77;V;57.08;V;72.88;V;48.15;V;35.28;V;13.67;V;17.65;V;24.72;V;18.96;V
28;79;59;7;28079059_7_8;2019;10;1;3;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;3;V;3;V;3;V;4;V;1;V;1;V;2;V;1;V;1;V;1;V;1;V;1;V;2;V;1;V
28;79;59;8;28079059_8_8;2019;10;1;45;V;6;V;7;V;13;V;10;V;12;V;10;V;9;V;8;V;9;V;16;V;15;V;9;V;11;V;2;V;2;V;3;V;3;V;5;V;10;V;21;V;37;V;45;V;38;V
28;79;59;12;28079059_12_8;2019;10;1;49;V;7;V;8;V;15;V;11;V;13;V;11;V;11;V;9;V;11;V;21;V;21;V;13;V;17;V;4;V;5;V;5;V;5;V;7;V;11;V;22;V;39;V;48;V;41;V
28;79;59;14;28079059_14_6;2019;10;1;29.74;V;64.77;V;66.14;V;54.72;V;54.27;V;52.22;V;54.14;V;49.43;V;49.45;V;48.41;V;48.84;V;53.17;V;63.26;V;69.26;V;76.65;V;76.58;V;73.10;V;66.71;V;58.95;V;48.18;V;42.16;V;24.16;V;14.86;V;18.77;V
28;79;60;7;28079060_7_8;2019;10;1;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V;2;V;2;V;2;V;2;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V;1;V;1;V
28;79;60;8;28079060_8_8;2019;10;1;22;V;9;V;8;V;8;V;6;V;6;V;8;V;12;V;13;V;16;V;14;V;16;V;12;V;10;V;10;V;7;V;7;V;8;V;9;V;12;V;15;V;22;V;32;V;24;V
28;79;60;10;28079060_10_47;2019;10;1;16;V;73;V;36;V;23;V;18;V;13;V;13;V;14;V;14;V;18;V;16;V;11;V;6;V;1;V;2;V;3;V;5;V;4;V;6;V;15;V;6;V;10;V;8;V;6;V
28;79;60;12;28079060_12_8;2019;10;1;24;V;10;V;9;V;9;V;8;V;7;V;9;V;14;V;14;V;19;V;17;V;20;V;15;V;13;V;12;V;8;V;8;V;9;V;10;V;13;V;17;V;24;V;34;V;26;V
28;79;60;14;28079060_14_6;2019;10;1;63.54;V;68.42;V;68.05;V;65.21;V;63.52;V;63.76;V;60.73;V;52.36;V;50.22;V;46.98;V;56.24;V;58.85;V;66.03;V;75.76;V;77.94;V;81.13;V;82.42;V;72.61;V;64.43;V;59.38;V;53.40;V;45.04;V;32.43;V;40.25;V
